title,published,source,venue,doi,url,pdf_url,score,matched_terms,ai_summary_zh
EvoHarnessBench: Can Your Agents Keep Pace with an Evolving Harness?,2026-09-03,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.04280,https://doi.org/10.48550/arxiv.2609.04280,https://arxiv.org/pdf/2609.04280,8,self-evolution + agent,该研究提出EVOHARNESSBENCH基准，将非平稳性置于外部工具、技能与专家智能体构成的演化框架中，包含17条多阶段流与802项任务，评估部署留存与自演化适应两种设定，揭示框架扩展引发的遗忘、适应增益不稳定及留存与适应方向不一致三类持续差距。
Dalek: A Constructive Agent Machine,2026-09-03,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.03546,https://doi.org/10.48550/arxiv.2609.03546,https://arxiv.org/pdf/2609.03546,8,self-evolution + agent,Dalek是一种面向智能体的封闭机器，由角色、消息和通道三种原语构成，并借助宿主边界、构造语言、可容许转换和规则遗传四项义务建立结构基础。它结合冯·诺依曼自复制自动机核心，以大语言模型和编译器作为通用能力生产者，使新能力可被编写、编译、安装并遗传，从而在机器内部实现自我维护、自进化、自复制与自组织。
"Self-Evolving AI for Humanoids: Mechanisms, Safety, and Evaluation of Post-Deployment Self-Improvement",2026-09-02T13:38:43Z,arXiv,cs.RO,,https://arxiv.org/abs/2609.13236v1,https://arxiv.org/pdf/2609.13236v1,22,self-evolving agents; self-evolution + agent,该综述聚焦具身人形机器人在部署后的自我进化问题，提出用包含策略、感知、记忆、工作流与身体的状态元组刻画机器人，并由带终身目标的进化算子在外层慢循环中更新。其将文献归纳为自学习、自适应、自优化与自生成四类机制，并把安全与不确定性纳入进化算子的设计约束。
LLM-as-a-Judge Is Not an Oracle: Why Self-Improving Agents Need Deterministic Guardrails,2026-09-02,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.02246,https://doi.org/10.48550/arxiv.2609.02246,https://arxiv.org/pdf/2609.02246,34,self-evolution + agent; self-improving agent; self-improving agents,自进化Agent流水线依赖LLM裁判评估优化效果，但裁判并非可靠预言机。通过生产环境数月运行，归纳出四类十一项评估信号失效模式，如奖励黑客致虚假满分。提出PROCTOR框架，以确定性防护栏约束教师-学生循环，确保改进真实可靠。
SkillGLoW: Procedural-Family Skill Consolidation for Self-Improving Agents on Long-Horizon Task Streams,2026-09-02,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.02217,https://doi.org/10.48550/arxiv.2609.02217,https://arxiv.org/pdf/2609.02217,23,self-evolution + agent; self-improving agents,SkillGLoW提出以程序性技能族为复用单元，通过全局-局部编织机制聚合任务技能并压缩为去实例化先验，同时用提交门控确保库性能不降。在四个基准和三个模型上，该方法平均提升硬任务17.2分，库体积比逐任务池紧凑3.6倍，并显著增强未见任务泛化能力。
REMAC: Self-reflective and self-evolving multi-agent collaboration for long-horizon robot manipulation,2026-09-02,OpenAlex,Pattern Recognition,https://doi.org/10.1016/j.patcog.2026.114831,https://doi.org/10.1016/j.patcog.2026.114831,https://arxiv.org/pdf/2503.22122,10,self-evolution + agent,针对长时程机器人操作任务，提出REMAC框架，构建具备自我反思与自我进化能力的多智能体协作系统。该方法通过智能体间动态协作与持续优化，提升复杂操作任务的执行效能。
DMRL: Document-Mediated Reinforcement Learning for Skill Optimization in Advertising Recommendation,2026-09-02,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.02170,https://doi.org/10.48550/arxiv.2609.02170,https://arxiv.org/pdf/2609.02170,8,self-evolution + agent,提出文档中介强化学习DMRL技能自进化框架，将技能文档优化建模为结构化编辑动作序列，由上层智能体执行受控编辑、冻结的下层任务智能体通过A/B测试评估效果，并引入双相对策略优化与长期奖励预测器处理信用分配和长期收益，已部署于大规模短视频广告平台并优于现有基线。
APEx: Distillation of Agent Procedural Experience for Adaptive Deep Research Question Answering,2026-09-02,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.02253,https://doi.org/10.48550/arxiv.2609.02253,https://arxiv.org/pdf/2609.02253,8,self-evolution + agent,APEx面向深度研究问答中的自进化智能体，将交互历史组织为实例级轨迹记忆与类别级程序技能，并通过执行器、蒸馏器和规划器构成闭环，以三阶段交替GRPO训练实现奖励引导的技能蒸馏，测试时借助技能引导的强化学习让规划器无真值自适应，在7个基准上取得领先表现。
SafeEvolve: Harness-Policy Co-Evolution from Agent Experience for Safety Alignment,2026-09-02,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.02786,https://doi.org/10.48550/arxiv.2609.02786,https://arxiv.org/pdf/2609.02786,8,self-evolution + agent,SafeEvolve是一种面向LLM智能体安全对齐的经验驱动自进化框架，利用已完成策略轨迹中的安全经验，驱动运行时执行框架与策略的持续协同演化，将轨迹级安全证据转化为可审计、可回滚的组件级更新，并通过两阶段SFT-RL塑造多步探索中的自主安全行为，在智能体安全基准上实现了更优的安全与效用权衡。
CHIME: Credit-Aware Hierarchical Memory Evolution for Long-Horizon Agentic Planning,2026-09-02,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.02074,https://doi.org/10.48550/arxiv.2609.02074,https://arxiv.org/pdf/2609.02074,8,self-evolution + agent,针对长程智能体规划中自演化记忆因仅依赖最终任务结果反馈而导致的信用分配偏差问题，提出信用感知分层记忆演化框架CHIME，通过分别维护规划与执行记忆库并先归因后记忆，仅在推理阶段更新对应记忆，在四个长程基准上持续优于现有方法。
HarnessEvolve: Learning from Reference Trajectories for Reliable Agent Self-Evolution,2026-09-01,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.00829,https://doi.org/10.48550/arxiv.2609.00829,https://arxiv.org/pdf/2609.00829,36,agent self-evolution; self-evolution + agent; self-evolving agents,HarnessEvolve提出一种从参考轨迹学习的自进化智能体框架，通过将执行与进化流程解耦，并利用真实答案生成参考轨迹来对齐失败执行以提取错误信号，从而解决信用分配失败问题。该方法还设置质量与性能双重门控机制，防止捷径学习和灾难性遗忘，在多个基准上验证了其提升智能体泛化能力与稳定性的有效性。
Autonomous Trust: Self-Gating Evaluation as a Prerequisite for Agent-to-Agent Communication at Scale,2026-09-01,OpenAlex,International Journal of Global Innovations and Solutions (IJGIS),https://doi.org/10.63412/rq21yh44,https://doi.org/10.63412/rq21yh44,https://ijgis.org/home/article/download/77/41,20,self-evolution + agent; self-evolving agents,本研究提出“自主信任”框架，将可信度构建为智能体整体属性，而非仅依赖大语言模型。该框架包含四项设计原则：发送前自门控、可验证性分类、持续质量遥测及对抗可博弈验证器失效模式，以应对大规模智能体间通信中输出质量不稳定的挑战。
ARISE-RL: Agentic Rubric-Grounded Iterative Self-Evolution with Reinforcement Learning,2026-09-01,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.01058,https://doi.org/10.48550/arxiv.2609.01058,https://arxiv.org/pdf/2609.01058,10,self-evolution + agent,提出ARISE-RL全周期自进化框架，通过任务与评分标准生成器同推理求解器的协同演化，并结合奖励门控自进化蒸馏，在缺乏可验证答案的开放式智能体任务中实现稳定优化，同时发布专家校准的ECR-Bench基准。
I-EDI: Robust Self-Evolution Agents via Verifiable Counterfactual Simulation,2026-09-01,OpenAlex,,https://doi.org/10.24963/ijcai.2026/11,https://doi.org/10.24963/ijcai.2026/11,https://www.ijcai.org/proceedings/2026/0011.pdf,10,self-evolution + agent,针对自进化智能体易从“侥幸答对”轨迹中学习、分布外泛化差的问题，提出I-EDI方法，以可验证反事实模拟作为结构压力测试，仅接受在数值扰动、上下文变化等反事实下核心依赖图保持同构的推理路径，在MATH和GSM8K上有效抑制幻觉累积并提升分布外泛化能力。
SkillZip Pro: Execution-Aware Dynamic Compression of Progressively Loaded Skills for Self-Evolving Agents,2026-08-31,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.30785,https://doi.org/10.48550/arxiv.2608.30785,https://arxiv.org/pdf/2608.30785,24,self-evolution + agent; self-evolving agents,本研究提出SkillZip Pro，一种面向自进化Agent的无评估动态压缩方法，针对渐进式加载的技能包进行跨文件压缩并保留路由结构。该方法支持一次性与持续模式，以及持久与瞬态压缩，在工业内容审核技能上减少38%技能包令牌和10.4%端到端运行令牌，且无质量损失。
EvoSkill Injection: Red-Teaming Autonomous Skill Generation and Evolution in Self-Evolving Agents,2026-08-31,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.30429,https://doi.org/10.48550/arxiv.2608.30429,https://arxiv.org/pdf/2608.30429,24,self-evolution + agent; self-evolving agents,该研究针对基于大语言模型的自进化智能体，提出EvoSkill Injection威胁模型，并构建SARGE红队框架及EvoSkillBench基准数据集，以评估恶意技能注入风险。实验表明注入技能会被持久存储并反复激活，揭示能力持续腐化的安全隐患。
Governed Software Evolution: Embedded Engineering Agents and the Curation of User-Originated Variability in Enterprise Applications,2026-08-31,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22200094,https://doi.org/10.5281/zenodo.22200094,https://doi.org/10.5281/zenodo.22200094,20,self-evolution + agent; self-evolving agents,本研究针对企业应用中用户需求与开发实现间的翻译链条低效问题，提出将LLM编码代理嵌入应用内部，使领域专家能直接描述需求以生成扩展。作者指出这本质是变异性管理挑战，并设计参考架构，包含版本化扩展契约、能力权限模型及个人-团队-企业三级晋升管道，以持续管控运行时自下而上产生的无界变体。
SCAFFOLD: Self-Improving Web Agents via Recursive Parametric Skill Abstraction,2026-08-31,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.05511,https://doi.org/10.48550/arxiv.2609.05511,https://arxiv.org/pdf/2609.05511,10,self-evolution + agent,提出面向视觉网页智能体的自进化框架SCAFFOLD，从成功轨迹中归纳可执行的参数化技能，构建可递归调用的技能层级，并借助最小描述长度准则与行为等价检查压缩技能库，再定期将技能增强轨迹蒸馏回模型权重，在多个网页基准上显著提升成功率且多轮迭代持续增益。
Aspire: Can Models Self-Evolve from Vague Goals?,2026-08-31,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.31111,https://doi.org/10.48550/arxiv.2608.31111,https://arxiv.org/pdf/2608.31111,8,self-evolution + agent,研究提出ASPIRE基准，让智能体仅凭自然语言能力目标自主选择数据与更新方法、构建训练验证信号并决定评估时机，在隐藏的520项专家测试上检验模型权重与智能体框架的自进化效果，发现模糊目标虽引导搜索转向目标解读，但权重层面收益稀疏且不稳定。
Auditing Harness Tampering in Self-Improving Agents,2026-08-30,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2609.00069,https://doi.org/10.48550/arxiv.2609.00069,https://arxiv.org/pdf/2609.00069,23,self-evolution + agent; self-improving agents,自改进智能体迭代修改自身框架以提升性能，但此类修改可能产生虚假增益或损害授权、溯源等完整性约束，即框架篡改现象。研究提出双轴分类法系统分类篡改行为，构建标注语料库，并基准测试多种审计方法，发现真实轨迹中篡改普遍存在且具系统特异性。
CineForge: Self-Improving Agents for Long-Horizon Video Generation,2026-08-30,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.29621,https://doi.org/10.48550/arxiv.2608.29621,https://arxiv.org/pdf/2608.29621,23,self-evolution + agent; self-improving agents,CineForge提出自进化视频生成智能体框架，结合CineForge-Produce与CineForge-Evolve，通过案例到模式到策略的进化机制，将跨故事生产轨迹转化为可复用策略。引入CineScope评估体系，使指标从4.024提升至4.380，并减少37%的审查调用，实现长时程视频生成的持续改进。
EvoUndo: Recoverability-Constrained Self-Evolution for LLM Agent Harnesses,2026-08-28,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.28363,https://doi.org/10.48550/arxiv.2608.28363,https://arxiv.org/pdf/2608.28363,22,agent self-evolution; self-evolution + agent,提出EvoUndo框架，用于表示、合成、诊断并独立验证大语言模型智能体在反事实状态下自修改的可恢复性。在600个未见任务中识别出197个能力提升但恢复失败的突变，通过扩展恢复演算和精确状态寻址，将恢复成功率从0提升至191/197，证明可靠自进化需协同设计验证、状态寻址与恢复语言表达力。
PILOT in the Loop: Live Self-Improvement for Long-Horizon Agents,2026-08-27,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.26530,https://doi.org/10.48550/arxiv.2608.26530,https://arxiv.org/pdf/2608.26530,10,self-evolution + agent,针对长时程Agent运行中经验只能在执行结束后处理、无法实时改进的问题，提出PILOT监督者-工作者框架，通过实时引导和实时自我进化机制，在执行中重定向或中止工作进程，并将经验提炼为可复用技能。在六个配置中五项排名第一，显著提升任务成功率并降低输出成本。
A Programming Paradigm for Spatiotemporal Composability,2026-08-26T08:22:19Z,arXiv,cs.PL,https://doi.org/10.48550/arxiv.2608.25512,https://arxiv.org/abs/2608.25512v1,https://arxiv.org/pdf/2608.25512v1,20,self-evolution + agent; self-evolving agent,该论文提出一种编程范式，通过可逆效应与反应性余效应实现时空可组合性，支持自进化Agent等动态系统的组件管理。其贡献在于形式化统一上下文类型，并实现Cordis元框架，验证了组件间无干扰交错与热替换机制。
VISA: Agentic Self-Evolving Data Synthesis for Multimodal Instruction Following,2026-08-26,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.26013,https://doi.org/10.48550/arxiv.2608.26013,https://arxiv.org/pdf/2608.26013,10,self-evolution + agent,针对多模态指令跟随模型训练数据需兼具准确、多样、可验证与挑战性的需求，提出VISA智能体框架，将指令合成重构为自进化循环。该框架通过分析图像过滤约束、从持久记忆采样约束集、生成并验证指令，并利用失败样本诊断与目标模型探测反馈，迭代优化数据质量，在MM-IFEval基准上显著提升性能。
HypoForge: A Self-Improving Multi-Agent Framework for Automated Hypothesis Generation and Testing via Scientific Skill Learning,2026-08-26,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7204606891,https://arxiv.org/pdf/2608.25770,10,self-evolution + agent,HypoForge提出一种经验引导的多智能体框架，通过对抗生成-判别机制改进假设生成推理，并从执行结果中学习测试技能，实现无需微调基座模型的持续自我进化。在假设生成与测试基准上，其性能稳定超越现有AI科学家框架及技能级变体。
EVOMAL: Self-Poisoning in Self-Evolving Coding Agents,2026-08-26,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7204606909,https://arxiv.org/pdf/2608.25776,10,self-evolution + agent,该研究揭示自进化编码智能体在模仿共享技能库时易受恶意技能污染，提出EvoMal攻击方法，通过包装载荷诱导智能体复制并传播恶意代码，形成自我传播蠕虫。实验显示攻击成功率最高达86.7%，并设计counter-prompt防御策略将其降至6.7%以下。
ProofEvolve: Neuro-Symbolic Evolution for Formal Automated Theorem Proving,2026-08-26,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.26334,https://doi.org/10.48550/arxiv.2608.26334,https://arxiv.org/pdf/2608.26334,7,recursive self-improvement,自动定理证明为科学发现中的递归自我改进提供了天然基础，但现有神经证明器未能充分保留这种结构。为此提出ProofEvolve框架，通过神经符号进化显式演化形式化验证的符号证明结构，利用神经模型提出分解、修复等变异算子，并由符号内核验证每一步，从而在竞争级基准上实现最高平均求解率。
Meta$^n$: Recursive Self-Improvement through Emergent Depth,2026-08-25,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7204500065,https://arxiv.org/pdf/2608.24735,30,recursive self-improvement; self-evolution + agent; self-improving agents,自进化语言模型智能体通常只改进答案而非生成过程，且受限于固定元层级。为此提出Meta^n方法，通过固定元操作并递归作用于其自身产物，使每层基于更高级视角推理，深度由收敛决定。实验表明其在八个基准上超越现有智能体，尤其在ARC-AGI-2上表现突出。
Recursive Experiential-Working Memory Evolution for Long-Horizon Agent Harnesses,2026-08-25,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.24876,https://doi.org/10.48550/arxiv.2608.24876,https://arxiv.org/pdf/2608.24876,15,recursive self-improvement; self-evolution + agent,提出Recuris递归经验-工作记忆架构，通过工作记忆追踪任务进度并引导经验记忆中的技能选择，将执行转化为结构化证据以定位失败组件，形成有界递归记忆进化循环。在四个长时程基准和十个模型上，35/37组合提升任务成功率，最长任务上优势扩大至+32.2点，常见失败率降低达80%。
CAFE: Self-Improving Search Agents Need Co-Evolving Feedback,2026-08-25,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.24794,https://doi.org/10.48550/arxiv.2608.24794,https://arxiv.org/pdf/2608.24794,10,self-evolution + agent,针对结果监督的搜索智能体难以定位中间错误并纠正轨迹的问题，提出CAFE框架，采用共享参数模型交替扮演智能体与评论家角色，通过在线强化学习与离线偏好优化协同进化反馈。在七个基准测试中平均性能超越现有方法，并降低幻觉，证明反馈需与策略共同进化。
Self-Improving Agent Systems That Learn from Historical Execution Traces Without Human Annotation,2026-08-24,OpenAlex,,https://doi.org/10.13140/rg.2.2.10840.05125,https://doi.org/10.13140/rg.2.2.10840.05125,https://doi.org/10.13140/rg.2.2.10840.05125,23,self-evolution + agent; self-improving agent,针对自进化智能体缺乏人工标注反馈的问题，提出一种从历史执行轨迹中学习的自改进系统方法。该方法无需人类注释，通过分析过往运行数据驱动智能体自主优化，贡献在于构建了无监督的持续学习机制。
"TRACE: A Self-Evolving Skill Bank for Consistent, Limit-Aware LLM Agents",2026-08-24,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.22793,https://doi.org/10.48550/arxiv.2608.22793,https://arxiv.org/pdf/2608.22793,10,self-evolution + agent,针对大型语言模型智能体在用户端应用中缺乏一致性与边界感知的问题，提出TRACE方法，通过技能库的轨迹对比进化循环，在不修改模型权重下迭代优化行为知识。在CAR-bench基准上，该方法将GPT-5.5的一致性得分提升34.6个百分点，显著缩小了潜在能力与可靠表现间的差距。
Coalition-Aware Skill Reliability for Self-Evolving Agents,2026-08-23,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.22610,https://doi.org/10.48550/arxiv.2608.22610,https://arxiv.org/pdf/2608.22610,36,self-evolution + agent; self-evolving agent; self-evolving agents,针对大语言模型自进化智能体的技能库可靠性问题，提出系统性审计方法，揭示联盟污染与跨域效用反转两类失效模式。贡献在于开发联盟感知技能选择（CASS）与无监督技能掩蔽联盟优化（u-SMCO）两种干预策略，在多个基准上显著提升任务性能与跨域泛化能力。
When Not to Imitate: Boundary-Aware Skill Memory for Reliable Tool-Use LLM Agents,2026-08-23,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.22339,https://doi.org/10.48550/arxiv.2608.22339,https://arxiv.org/pdf/2608.22339,20,agent self-evolution; self-evolution + agent,针对仅从成功轨迹提取技能会使大语言模型代理陷入“技能模仿陷阱”的问题，提出边界感知技能记忆（BASM）方法，为每项技能添加适用条件、风险提示等显式边界字段，将技能转化为状态条件化指导。在三个代理基准和四种模型规模上，BASM相较成功蒸馏基线显著提升任务成功率与准确率，并降低攻击成功率。
CONTRAMEM: Learning Self-Evolving Procedural Memory from Contrasting Multi-Model Trajectories,2026-08-23,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.22533,https://doi.org/10.48550/arxiv.2608.22533,https://arxiv.org/pdf/2608.22533,10,self-evolution + agent,CONTRAMEM提出一种免训练的自进化程序记忆框架，通过对比多模型轨迹中的结果差异来提炼应用级功能卡和任务级技能卡，实现局部化记忆更新。在GAIA2/ARE任务上成功率从26.2%提升至55.3%，且记忆可迁移至未见模型，验证了对比行为多样性的有效性。
SSE-Bio: A Structured Self-Evolving Agent with Agentic Retrieval Policy for Multi-Hop Biomedical Reasoning,2026-08-22T23:08:56Z,arXiv,cs.CL,https://doi.org/10.48550/arxiv.2608.22132,https://arxiv.org/abs/2608.22132v1,https://arxiv.org/pdf/2608.22132v1,24,self-evolution + agent; self-evolving agent,提出SSE-Bio结构化自进化智能体，用于生物医学多跳问答。其通过可训练代理策略选择性检索知识三元组与历史模板，并借助细粒度模板编辑优化推理记忆，避免全局指令重写导致的漂移。采用基于组相对策略优化的代理训练策略，在三个基准上超越现有基线，BioHopR上较最强自进化基线提升6.56个绝对点。
DynaContext: Self-Improving Dynamic Contextualization of Optimized Prompts for Heterogeneous Parameter Extraction,2026-08-22,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.22014,https://doi.org/10.48550/arxiv.2608.22014,https://arxiv.org/pdf/2608.22014,10,self-evolution + agent,提出DynaContext框架，结合离线优化的提取核心与推理时动态上下文适配，通过验证门控实现自改进。在异构参数提取任务中，该方法较静态提示词平均F1提升17.3点，准确率达98.6%。
Beyond the Static LMS: A Conceptual Framework for Self-Evolving Agentic E-Learning Systems,2026-08-21,OpenAlex,,https://doi.org/10.35542/osf.io/27upe_v1,https://doi.org/10.35542/osf.io/27upe_v1,,10,self-evolution + agent,本研究提出超越静态学习管理系统的概念框架，构建自进化Agent型电子学习系统（SEALS）。通过理论综合与模型构建，系统可感知学习条件、推理教学目标、组合并评估能力，实现有界且可逆的进化，贡献在于引入能力个性化并区分域内适应与能力边界演化。
ForeDreamer: A Self-Evolving Dual-Agent Memory Architecture for Future Event Prediction,2026-08-21,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.20920,https://doi.org/10.48550/arxiv.2608.20920,https://arxiv.org/pdf/2608.20920,10,self-evolution + agent,针对开放网络未来事件预测中证据嘈杂冗余的问题，提出自进化双智能体框架ForeDreamer，将原始证据转化为结构化事实记忆，并分离经验记忆以优化预测。通过主智能体与记忆处理子智能体协作，双轨进化提升决策与记忆构建，在Prophet Arena和FutureX上验证有效性。
Graph Engineering in the Era of LLM Agents: From Individual Intelligence to System Intelligence,2026-08-21,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.21156,https://doi.org/10.48550/arxiv.2608.21156,https://arxiv.org/pdf/2608.21156,8,self-evolution + agent,该研究提出图工程范式，通过构建表示任务、智能体与系统状态的显式动态图结构，将个体智能提升至系统智能，以解决复杂任务中单一智能体能力受限的问题，并系统综述其原理、方法与应用。
AI4AI-Bench: Benchmarking LLM Agents in Algorithmic Design for Recursive Self-Improvement,2026-08-20,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.20318,https://doi.org/10.48550/arxiv.2608.20318,https://arxiv.org/pdf/2608.20318,19,recursive self-improvement; self-evolution + agent,该研究提出AI4AI-Bench基准，用于评估大语言模型代理在递归自我改进中的算法设计能力，包含10个训练算法家族任务。测试显示最强系统平均得分仅0.166，多数代理未改变模型学习方式，增加推理努力可提升改进意愿与得分。
Phantom Gains: Auditing Self-Improvement Against a Measured Null,2026-08-20,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7204216742,https://arxiv.org/pdf/2608.20290,10,self-evolution + agent,本研究针对自进化语言模型的能力提升评估，提出了一种基于测量零假设的审计方法。通过对比Qwen3-8B在LoRA自训练三轮后的表现与冻结控制组，识别出七种测量伪影，这些伪影在缺乏控制组时会颠倒报告结论。研究采用逐问题精确检验与错误发现率控制，发现外部蒸馏能改善基础模型难以触及的问题，而三种自训练形式无此效果，且自训练会以高于测量基线的速率破坏基线已解决的问题。
Auditing and Decomposing Feedback-Driven Evolution in LLM Test Generation under the Oracle Problem,2026-08-20,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.19626,https://doi.org/10.48550/arxiv.2608.19626,https://arxiv.org/pdf/2608.19626,8,self-evolution + agent,该研究审计了LLM测试生成中反馈驱动进化的可靠性，发现单参考预言机会虚增进化收益9.46-14.85个百分点。通过142个开发任务和外部基准测试，提出审计与安慰剂协议，以区分验证器伪影和真实反馈贡献。
SPADE: Self-Play in Adaptive Synthetic Executable Environments,2026-08-19,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.19197,https://doi.org/10.48550/arxiv.2608.19197,https://arxiv.org/pdf/2608.19197,8,self-evolution + agent,SPADE提出一种自博弈强化学习框架，让单个大语言模型同时担任环境设计者和推理智能体，通过可执行代码生成自适应训练环境。该方法利用遗憾信号优化环境难度，在数学、科学、代码及工具使用等基准上显著超越固定环境基线，推动开放式的持续自我改进。
"Auditing Self-Evolution in Financial Agents: Capability Gains, Security Drift, and Execution-Interface Mismatch",2026-08-18T11:57:44Z,arXiv,cs.AI,https://doi.org/10.48550/arxiv.2608.17684,https://arxiv.org/abs/2608.17684v1,https://arxiv.org/pdf/2608.17684v1,22,self-evolution + agent; self-evolving agents,本研究审计了金融领域自进化智能体的能力提升与安全漂移问题，采用匹配良性轨迹、密封评估端点及独立状态重放等方法。结果显示SkillOpt虽提升效用但增加攻击暴露率，而AWM存在执行接口不匹配风险，表明审计需综合追踪回归、攻击面接触及状态变更等指标。
"On the Fragility of Self-Improving Agents: Variance, Task Order, and Underspecification",2026-08-18,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.18066,https://doi.org/10.48550/arxiv.2608.18066,https://arxiv.org/pdf/2608.18066,23,self-evolution + agent; self-improving agents,基于记忆的自我改进智能体虽前景广阔，但其可靠性常被忽视。本研究通过多轮运行与任务随机排序，揭示其评估噪声大、改进依赖任务顺序，并验证任务与环境规格不足是脆弱性根源，倡导更严格的评估协议。
EvoTS-Agent: A Self-Evolving LLM Agent for Financial Time Series Change Point Detection,2026-08-18,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.17933,https://doi.org/10.48550/arxiv.2608.17933,https://arxiv.org/pdf/2608.17933,10,self-evolution + agent,针对金融时间序列非平稳、异质性导致变点检测困难的问题，提出EvoTS-Agent，一种验证引导的自进化大语言模型智能体。它通过修订、替代策略和重组三种算子演化实验轨迹，自适应调整检测流程，在四个基准数据集上超越现有基于大语言模型的智能体，并保持100%执行成功率。
A Persistent Fleet of AI Scientists Exhibits Cooperative and Autopoietic Behavior,2026-08-18,OpenAlex,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.64898/2026.08.16.745122,https://doi.org/10.64898/2026.08.16.745122,https://www.biorxiv.org/content/biorxiv/early/2026/08/18/2026.08.16.745122.full.pdf,8,self-evolution + agent,本研究描述了一个持续运行近六个月的协作式AI科学家智能体集群，采用共享记忆、工具与跨智能体通信机制。通过递归改进的混合专家记忆架构和身份级防伪约束，将故障率从91.7%降至0%，并将错误主题引用幻觉减少14倍以上，同时利用项目记忆将本地模型性能从44%提升至约90%，展现出有界自进化行为。
Towards Risk-free AI Agent Deployment,2026-08-17T11:07:07Z,arXiv,cs.SE,https://doi.org/10.48550/arxiv.2608.16411,https://arxiv.org/abs/2608.16411v1,https://arxiv.org/pdf/2608.16411v1,20,self-evolution + agent; self-evolving agents,该文探讨基于大语言模型的智能体在企业部署中的风险管控，主张以轨迹记录为基础进行测试与调试，涵盖预言机难题、非确定性及自进化可靠性等挑战，并提出部署就绪检查清单及开放问题。
HealthFlow: automating electronic health record analysis via a strategically self-evolving multi-agent framework,2026-08-17,OpenAlex,npj Digital Medicine,https://doi.org/10.1038/s41746-026-03097-0,https://doi.org/10.1038/s41746-026-03097-0,https://www.nature.com/articles/s41746-026-03097-0_reference.pdf,10,self-evolution + agent,HealthFlow提出一种多智能体框架，通过将既往电子健康记录分析转化为结构化经验，实现策略性自进化，以应对数据集和方法学约束。在EHRFlowBench及四个基准测试中，该框架在生成有效临床产物和完成复杂分析流程上优于强基线，展示了经验复用对健康数据科学鲁棒性的提升。
